onset	duration	sample	type	value
0	n/a	1	annotation	n/a
0.32	n/a	161	annotation	n/a
0.64	n/a	321	annotation	n/a
0.96	n/a	481	annotation	n/a
1.28	n/a	641	annotation	n/a
1.6	n/a	801	annotation	n/a
1.92	n/a	961	annotation	n/a
2.24	n/a	1121	annotation	n/a
2.56	n/a	1281	annotation	n/a
2.88	n/a	1441	annotation	n/a
3.2	n/a	1601	annotation	n/a
3.52	n/a	1761	annotation	n/a
3.84	n/a	1921	annotation	n/a
4.16	n/a	2081	annotation	n/a
4.48	n/a	2241	annotation	n/a
4.8	n/a	2401	annotation	n/a
5.12	n/a	2561	annotation	n/a
5.44	n/a	2721	annotation	n/a
5.76	n/a	2881	annotation	n/a
6.08	n/a	3041	annotation	n/a
6.4	n/a	3201	annotation	n/a
6.488	n/a	3245	annotation	Start of recording
6.72	n/a	3361	annotation	n/a
7.04	n/a	3521	annotation	n/a
7.36	n/a	3681	annotation	n/a
7.68	n/a	3841	annotation	n/a
8	n/a	4001	annotation	n/a
8.32	n/a	4161	annotation	n/a
8.64	n/a	4321	annotation	n/a
8.96	n/a	4481	annotation	n/a
9.28	n/a	4641	annotation	n/a
9.6	n/a	4801	annotation	n/a
9.92	n/a	4961	annotation	n/a
10.24	n/a	5121	annotation	n/a
10.56	n/a	5281	annotation	n/a
10.88	n/a	5441	annotation	n/a
11.2	n/a	5601	annotation	n/a
11.52	n/a	5761	annotation	n/a
11.84	n/a	5921	annotation	n/a
12.16	n/a	6081	annotation	n/a
12.48	n/a	6241	annotation	n/a
12.8	n/a	6401	annotation	n/a
13.12	n/a	6561	annotation	n/a
13.44	n/a	6721	annotation	n/a
13.76	n/a	6881	annotation	n/a
14.08	n/a	7041	annotation	n/a
14.4	n/a	7201	annotation	n/a
14.72	n/a	7361	annotation	n/a
15.04	n/a	7521	annotation	n/a
15.36	n/a	7681	annotation	n/a
15.68	n/a	7841	annotation	n/a
16	n/a	8001	annotation	n/a
16.32	n/a	8161	annotation	n/a
16.64	n/a	8321	annotation	n/a
16.96	n/a	8481	annotation	n/a
17.28	n/a	8641	annotation	n/a
17.6	n/a	8801	annotation	n/a
17.92	n/a	8961	annotation	n/a
18.24	n/a	9121	annotation	n/a
18.56	n/a	9281	annotation	n/a
18.88	n/a	9441	annotation	n/a
19.2	n/a	9601	annotation	n/a
19.52	n/a	9761	annotation	n/a
19.84	n/a	9921	annotation	n/a
20.16	n/a	10081	annotation	n/a
20.48	n/a	10241	annotation	n/a
20.8	n/a	10401	annotation	n/a
21.12	n/a	10561	annotation	n/a
21.44	n/a	10721	annotation	n/a
21.76	n/a	10881	annotation	n/a
22.08	n/a	11041	annotation	n/a
22.4	n/a	11201	annotation	n/a
22.72	n/a	11361	annotation	n/a
23.04	n/a	11521	annotation	n/a
23.36	n/a	11681	annotation	n/a
23.68	n/a	11841	annotation	n/a
24	n/a	12001	annotation	n/a
24.32	n/a	12161	annotation	n/a
24.64	n/a	12321	annotation	n/a
24.96	n/a	12481	annotation	n/a
25.28	n/a	12641	annotation	n/a
25.6	n/a	12801	annotation	n/a
25.92	n/a	12961	annotation	n/a
26.24	n/a	13121	annotation	n/a
26.56	n/a	13281	annotation	n/a
26.88	n/a	13441	annotation	n/a
27.2	n/a	13601	annotation	n/a
27.52	n/a	13761	annotation	n/a
27.84	n/a	13921	annotation	n/a
28.16	n/a	14081	annotation	n/a
