onset	duration	sample	type	value
0	n/a	1	annotation	n/a
0.324	n/a	163	annotation	n/a
0.648	n/a	325	annotation	n/a
0.972	n/a	487	annotation	n/a
1.296	n/a	649	annotation	n/a
1.62	n/a	811	annotation	n/a
1.944	n/a	973	annotation	n/a
2.268	n/a	1135	annotation	n/a
2.592	n/a	1297	annotation	n/a
2.916	n/a	1459	annotation	n/a
3.24	n/a	1621	annotation	n/a
3.564	n/a	1783	annotation	n/a
3.888	n/a	1945	annotation	n/a
4.212	n/a	2107	annotation	n/a
4.536	n/a	2269	annotation	n/a
4.86	n/a	2431	annotation	n/a
5.184	n/a	2593	annotation	n/a
5.508	n/a	2755	annotation	n/a
5.832	n/a	2917	annotation	n/a
6.156	n/a	3079	annotation	n/a
6.48	n/a	3241	annotation	n/a
6.804	n/a	3403	annotation	n/a
7.128	n/a	3565	annotation	n/a
7.452	n/a	3727	annotation	n/a
7.776	n/a	3889	annotation	n/a
8.1	n/a	4051	annotation	n/a
8.424	n/a	4213	annotation	n/a
8.748	n/a	4375	annotation	n/a
9.072	n/a	4537	annotation	n/a
9.396	n/a	4699	annotation	n/a
9.72	n/a	4861	annotation	n/a
10.044	n/a	5023	annotation	n/a
10.368	n/a	5185	annotation	n/a
10.692	n/a	5347	annotation	n/a
11.016	n/a	5509	annotation	n/a
11.34	n/a	5671	annotation	n/a
11.664	n/a	5833	annotation	n/a
11.988	n/a	5995	annotation	n/a
12.312	n/a	6157	annotation	n/a
12.636	n/a	6319	annotation	n/a
12.96	n/a	6481	annotation	n/a
13.284	n/a	6643	annotation	n/a
13.608	n/a	6805	annotation	n/a
13.932	n/a	6967	annotation	n/a
14.256	n/a	7129	annotation	n/a
14.58	n/a	7291	annotation	n/a
14.904	n/a	7453	annotation	n/a
15.228	n/a	7615	annotation	n/a
15.552	n/a	7777	annotation	n/a
15.876	n/a	7939	annotation	n/a
16.2	n/a	8101	annotation	n/a
16.524	n/a	8263	annotation	n/a
16.848	n/a	8425	annotation	n/a
17.172	n/a	8587	annotation	n/a
17.496	n/a	8749	annotation	n/a
17.82	n/a	8911	annotation	n/a
18.144	n/a	9073	annotation	n/a
18.468	n/a	9235	annotation	n/a
18.792	n/a	9397	annotation	n/a
19.116	n/a	9559	annotation	n/a
19.44	n/a	9721	annotation	n/a
19.764	n/a	9883	annotation	n/a
20.088	n/a	10045	annotation	n/a
20.412	n/a	10207	annotation	n/a
20.736	n/a	10369	annotation	n/a
21.06	n/a	10531	annotation	n/a
21.384	n/a	10693	annotation	n/a
21.708	n/a	10855	annotation	n/a
22.032	n/a	11017	annotation	n/a
22.356	n/a	11179	annotation	n/a
22.68	n/a	11341	annotation	n/a
23.004	n/a	11503	annotation	n/a
23.328	n/a	11665	annotation	n/a
23.652	n/a	11827	annotation	n/a
23.976	n/a	11989	annotation	n/a
24.3	n/a	12151	annotation	n/a
24.624	n/a	12313	annotation	n/a
24.948	n/a	12475	annotation	n/a
