onset	duration	sample	type	value
0	n/a	1	annotation	n/a
0.4	n/a	201	annotation	n/a
0.8	n/a	401	annotation	n/a
1.2	n/a	601	annotation	n/a
1.6	n/a	801	annotation	n/a
2	n/a	1001	annotation	n/a
2.4	n/a	1201	annotation	n/a
2.8	n/a	1401	annotation	n/a
3.2	n/a	1601	annotation	n/a
3.6	n/a	1801	annotation	n/a
4	n/a	2001	annotation	n/a
4.4	n/a	2201	annotation	n/a
4.8	n/a	2401	annotation	n/a
5.2	n/a	2601	annotation	n/a
5.6	n/a	2801	annotation	n/a
6	n/a	3001	annotation	n/a
6.4	n/a	3201	annotation	n/a
6.8	n/a	3401	annotation	n/a
7.2	n/a	3601	annotation	n/a
7.6	n/a	3801	annotation	n/a
8	n/a	4001	annotation	n/a
8.4	n/a	4201	annotation	n/a
8.8	n/a	4401	annotation	n/a
9.2	n/a	4601	annotation	n/a
9.6	n/a	4801	annotation	n/a
10	n/a	5001	annotation	n/a
10.4	n/a	5201	annotation	n/a
10.8	n/a	5401	annotation	n/a
11.2	n/a	5601	annotation	n/a
11.6	n/a	5801	annotation	n/a
12	n/a	6001	annotation	n/a
12.4	n/a	6201	annotation	n/a
12.8	n/a	6401	annotation	n/a
13.2	n/a	6601	annotation	n/a
13.6	n/a	6801	annotation	n/a
14	n/a	7001	annotation	n/a
14.4	n/a	7201	annotation	n/a
14.8	n/a	7401	annotation	n/a
15.2	n/a	7601	annotation	n/a
15.6	n/a	7801	annotation	n/a
16	n/a	8001	annotation	n/a
16.4	n/a	8201	annotation	n/a
16.8	n/a	8401	annotation	n/a
17.2	n/a	8601	annotation	n/a
17.6	n/a	8801	annotation	n/a
18	n/a	9001	annotation	n/a
18.4	n/a	9201	annotation	n/a
18.8	n/a	9401	annotation	n/a
19.2	n/a	9601	annotation	n/a
19.6	n/a	9801	annotation	n/a
20	n/a	10001	annotation	n/a
20.4	n/a	10201	annotation	n/a
20.8	n/a	10401	annotation	n/a
21.2	n/a	10601	annotation	n/a
21.6	n/a	10801	annotation	n/a
22	n/a	11001	annotation	n/a
22.4	n/a	11201	annotation	n/a
22.8	n/a	11401	annotation	n/a
23.2	n/a	11601	annotation	n/a
23.6	n/a	11801	annotation	n/a
24	n/a	12001	annotation	n/a
24.4	n/a	12201	annotation	n/a
24.8	n/a	12401	annotation	n/a
25.2	n/a	12601	annotation	n/a
25.6	n/a	12801	annotation	n/a
26	n/a	13001	annotation	n/a
26.118	n/a	13060	annotation	Injection of anesthetic
26.4	n/a	13201	annotation	n/a
26.8	n/a	13401	annotation	n/a
27.2	n/a	13601	annotation	n/a
27.6	n/a	13801	annotation	n/a
28	n/a	14001	annotation	n/a
28.4	n/a	14201	annotation	n/a
28.8	n/a	14401	annotation	n/a
29.2	n/a	14601	annotation	n/a
29.6	n/a	14801	annotation	n/a
30	n/a	15001	annotation	n/a
30.4	n/a	15201	annotation	n/a
30.8	n/a	15401	annotation	n/a
31.2	n/a	15601	annotation	n/a
31.6	n/a	15801	annotation	n/a
32	n/a	16001	annotation	n/a
32.4	n/a	16201	annotation	n/a
32.8	n/a	16401	annotation	n/a
33.2	n/a	16601	annotation	n/a
33.6	n/a	16801	annotation	n/a
34	n/a	17001	annotation	n/a
34.4	n/a	17201	annotation	n/a
34.8	n/a	17401	annotation	n/a
35.2	n/a	17601	annotation	n/a
35.6	n/a	17801	annotation	n/a
36	n/a	18001	annotation	n/a
36.4	n/a	18201	annotation	n/a
36.8	n/a	18401	annotation	n/a
37.2	n/a	18601	annotation	n/a
37.6	n/a	18801	annotation	n/a
38	n/a	19001	annotation	n/a
38.4	n/a	19201	annotation	n/a
38.8	n/a	19401	annotation	n/a
39.2	n/a	19601	annotation	n/a
39.6	n/a	19801	annotation	n/a
40	n/a	20001	annotation	n/a
40.4	n/a	20201	annotation	n/a
40.8	n/a	20401	annotation	n/a
41.2	n/a	20601	annotation	n/a
41.6	n/a	20801	annotation	n/a
42	n/a	21001	annotation	n/a
42.4	n/a	21201	annotation	n/a
42.8	n/a	21401	annotation	n/a
43.2	n/a	21601	annotation	n/a
43.6	n/a	21801	annotation	n/a
44	n/a	22001	annotation	n/a
44.4	n/a	22201	annotation	n/a
44.8	n/a	22401	annotation	n/a
45.2	n/a	22601	annotation	n/a
45.6	n/a	22801	annotation	n/a
46	n/a	23001	annotation	n/a
46.4	n/a	23201	annotation	n/a
46.8	n/a	23401	annotation	n/a
47.2	n/a	23601	annotation	n/a
47.6	n/a	23801	annotation	n/a
48	n/a	24001	annotation	n/a
48.4	n/a	24201	annotation	n/a
48.8	n/a	24401	annotation	n/a
49.2	n/a	24601	annotation	n/a
49.6	n/a	24801	annotation	n/a
50	n/a	25001	annotation	n/a
50.4	n/a	25201	annotation	n/a
50.8	n/a	25401	annotation	n/a
51.2	n/a	25601	annotation	n/a
51.6	n/a	25801	annotation	n/a
52	n/a	26001	annotation	n/a
52.4	n/a	26201	annotation	n/a
52.8	n/a	26401	annotation	n/a
53.2	n/a	26601	annotation	n/a
53.6	n/a	26801	annotation	n/a
54	n/a	27001	annotation	n/a
54.4	n/a	27201	annotation	n/a
54.8	n/a	27401	annotation	n/a
55.2	n/a	27601	annotation	n/a
55.6	n/a	27801	annotation	n/a
56	n/a	28001	annotation	n/a
56.4	n/a	28201	annotation	n/a
56.8	n/a	28401	annotation	n/a
57.2	n/a	28601	annotation	n/a
57.6	n/a	28801	annotation	n/a
58	n/a	29001	annotation	n/a
58.4	n/a	29201	annotation	n/a
58.8	n/a	29401	annotation	n/a
59.2	n/a	29601	annotation	n/a
59.6	n/a	29801	annotation	n/a
60	n/a	30001	annotation	n/a
60.4	n/a	30201	annotation	n/a
60.8	n/a	30401	annotation	n/a
61.2	n/a	30601	annotation	n/a
61.6	n/a	30801	annotation	n/a
62	n/a	31001	annotation	n/a
62.4	n/a	31201	annotation	n/a
62.8	n/a	31401	annotation	n/a
63.2	n/a	31601	annotation	n/a
63.6	n/a	31801	annotation	n/a
64	n/a	32001	annotation	n/a
64.4	n/a	32201	annotation	n/a
64.8	n/a	32401	annotation	n/a
65.2	n/a	32601	annotation	n/a
65.6	n/a	32801	annotation	n/a
66	n/a	33001	annotation	n/a
66.4	n/a	33201	annotation	n/a
66.8	n/a	33401	annotation	n/a
67.2	n/a	33601	annotation	n/a
67.6	n/a	33801	annotation	n/a
68	n/a	34001	annotation	n/a
68.4	n/a	34201	annotation	n/a
68.8	n/a	34401	annotation	n/a
69.2	n/a	34601	annotation	n/a
69.6	n/a	34801	annotation	n/a
70	n/a	35001	annotation	n/a
70.4	n/a	35201	annotation	n/a
70.8	n/a	35401	annotation	n/a
71.2	n/a	35601	annotation	n/a
71.6	n/a	35801	annotation	n/a
72	n/a	36001	annotation	n/a
72.4	n/a	36201	annotation	n/a
72.8	n/a	36401	annotation	n/a
73.2	n/a	36601	annotation	n/a
73.6	n/a	36801	annotation	n/a
74	n/a	37001	annotation	n/a
