onset	duration	sample	type	value
0	n/a	1	annotation	n/a
0.6	n/a	301	annotation	n/a
1.2	n/a	601	annotation	n/a
1.8	n/a	901	annotation	n/a
2.4	n/a	1201	annotation	n/a
3	n/a	1501	annotation	n/a
3.6	n/a	1801	annotation	n/a
4.2	n/a	2101	annotation	n/a
4.8	n/a	2401	annotation	n/a
5.4	n/a	2701	annotation	n/a
6	n/a	3001	annotation	n/a
6.6	n/a	3301	annotation	n/a
7.2	n/a	3601	annotation	n/a
7.8	n/a	3901	annotation	n/a
8.4	n/a	4201	annotation	n/a
9	n/a	4501	annotation	n/a
9.6	n/a	4801	annotation	n/a
10.2	n/a	5101	annotation	n/a
10.8	n/a	5401	annotation	n/a
11.4	n/a	5701	annotation	n/a
12	n/a	6001	annotation	n/a
12.6	n/a	6301	annotation	n/a
13.2	n/a	6601	annotation	n/a
13.8	n/a	6901	annotation	n/a
14.4	n/a	7201	annotation	n/a
15	n/a	7501	annotation	n/a
15.6	n/a	7801	annotation	n/a
16.2	n/a	8101	annotation	n/a
16.8	n/a	8401	annotation	n/a
17.4	n/a	8701	annotation	n/a
18	n/a	9001	annotation	n/a
18.6	n/a	9301	annotation	n/a
19.2	n/a	9601	annotation	n/a
19.8	n/a	9901	annotation	n/a
20.4	n/a	10201	annotation	n/a
21	n/a	10501	annotation	n/a
21.6	n/a	10801	annotation	n/a
22.2	n/a	11101	annotation	n/a
22.8	n/a	11401	annotation	n/a
23.4	n/a	11701	annotation	n/a
24	n/a	12001	annotation	n/a
24.6	n/a	12301	annotation	n/a
25.2	n/a	12601	annotation	n/a
25.8	n/a	12901	annotation	n/a
26.4	n/a	13201	annotation	n/a
27	n/a	13501	annotation	n/a
27.6	n/a	13801	annotation	n/a
28.2	n/a	14101	annotation	n/a
28.8	n/a	14401	annotation	n/a
29.4	n/a	14701	annotation	n/a
30	n/a	15001	annotation	n/a
30.6	n/a	15301	annotation	n/a
31.2	n/a	15601	annotation	n/a
31.8	n/a	15901	annotation	n/a
32.4	n/a	16201	annotation	n/a
33	n/a	16501	annotation	n/a
33.6	n/a	16801	annotation	n/a
34.2	n/a	17101	annotation	n/a
34.244	n/a	17123	annotation	Injection of anesthetic
34.8	n/a	17401	annotation	n/a
35.4	n/a	17701	annotation	n/a
36	n/a	18001	annotation	n/a
36.6	n/a	18301	annotation	n/a
37.2	n/a	18601	annotation	n/a
37.8	n/a	18901	annotation	n/a
38.4	n/a	19201	annotation	n/a
39	n/a	19501	annotation	n/a
39.6	n/a	19801	annotation	n/a
40.2	n/a	20101	annotation	n/a
40.8	n/a	20401	annotation	n/a
41.4	n/a	20701	annotation	n/a
42	n/a	21001	annotation	n/a
42.6	n/a	21301	annotation	n/a
43.2	n/a	21601	annotation	n/a
43.8	n/a	21901	annotation	n/a
44.4	n/a	22201	annotation	n/a
45	n/a	22501	annotation	n/a
45.6	n/a	22801	annotation	n/a
46.2	n/a	23101	annotation	n/a
46.8	n/a	23401	annotation	n/a
47.4	n/a	23701	annotation	n/a
48	n/a	24001	annotation	n/a
48.6	n/a	24301	annotation	n/a
49.2	n/a	24601	annotation	n/a
49.8	n/a	24901	annotation	n/a
50.4	n/a	25201	annotation	n/a
51	n/a	25501	annotation	n/a
51.6	n/a	25801	annotation	n/a
52.2	n/a	26101	annotation	n/a
52.8	n/a	26401	annotation	n/a
53.4	n/a	26701	annotation	n/a
54	n/a	27001	annotation	n/a
54.6	n/a	27301	annotation	n/a
55.2	n/a	27601	annotation	n/a
55.8	n/a	27901	annotation	n/a
56.4	n/a	28201	annotation	n/a
57	n/a	28501	annotation	n/a
57.6	n/a	28801	annotation	n/a
58.2	n/a	29101	annotation	n/a
58.8	n/a	29401	annotation	n/a
59.4	n/a	29701	annotation	n/a
60	n/a	30001	annotation	n/a
60.6	n/a	30301	annotation	n/a
61.2	n/a	30601	annotation	n/a
61.8	n/a	30901	annotation	n/a
62.4	n/a	31201	annotation	n/a
63	n/a	31501	annotation	n/a
63.6	n/a	31801	annotation	n/a
64.2	n/a	32101	annotation	n/a
64.8	n/a	32401	annotation	n/a
65.4	n/a	32701	annotation	n/a
66	n/a	33001	annotation	n/a
66.6	n/a	33301	annotation	n/a
67.2	n/a	33601	annotation	n/a
67.8	n/a	33901	annotation	n/a
68.4	n/a	34201	annotation	n/a
69	n/a	34501	annotation	n/a
69.6	n/a	34801	annotation	n/a
70.2	n/a	35101	annotation	n/a
70.8	n/a	35401	annotation	n/a
71.4	n/a	35701	annotation	n/a
72	n/a	36001	annotation	n/a
72.6	n/a	36301	annotation	n/a
73.2	n/a	36601	annotation	n/a
73.8	n/a	36901	annotation	n/a
74.4	n/a	37201	annotation	n/a
75	n/a	37501	annotation	n/a
75.6	n/a	37801	annotation	n/a
76.2	n/a	38101	annotation	n/a
76.8	n/a	38401	annotation	n/a
77.4	n/a	38701	annotation	n/a
78	n/a	39001	annotation	n/a
78.6	n/a	39301	annotation	n/a
79.2	n/a	39601	annotation	n/a
79.8	n/a	39901	annotation	n/a
80.4	n/a	40201	annotation	n/a
81	n/a	40501	annotation	n/a
81.6	n/a	40801	annotation	n/a
82.2	n/a	41101	annotation	n/a
82.8	n/a	41401	annotation	n/a
83.4	n/a	41701	annotation	n/a
84	n/a	42001	annotation	n/a
84.6	n/a	42301	annotation	n/a
85.2	n/a	42601	annotation	n/a
85.8	n/a	42901	annotation	n/a
86.4	n/a	43201	annotation	n/a
87	n/a	43501	annotation	n/a
87.6	n/a	43801	annotation	n/a
88.2	n/a	44101	annotation	n/a
88.8	n/a	44401	annotation	n/a
89.4	n/a	44701	annotation	n/a
90	n/a	45001	annotation	n/a
90.6	n/a	45301	annotation	n/a
91.2	n/a	45601	annotation	n/a
91.8	n/a	45901	annotation	n/a
92.4	n/a	46201	annotation	n/a
93	n/a	46501	annotation	n/a
93.6	n/a	46801	annotation	n/a
94.2	n/a	47101	annotation	n/a
94.8	n/a	47401	annotation	n/a
95.4	n/a	47701	annotation	n/a
96	n/a	48001	annotation	n/a
96.6	n/a	48301	annotation	n/a
97.2	n/a	48601	annotation	n/a
97.8	n/a	48901	annotation	n/a
98.4	n/a	49201	annotation	n/a
99	n/a	49501	annotation	n/a
99.6	n/a	49801	annotation	n/a
100.2	n/a	50101	annotation	n/a
100.8	n/a	50401	annotation	n/a
101.4	n/a	50701	annotation	n/a
102	n/a	51001	annotation	n/a
102.6	n/a	51301	annotation	n/a
103.2	n/a	51601	annotation	n/a
103.8	n/a	51901	annotation	n/a
104.4	n/a	52201	annotation	n/a
104.88	n/a	52441	annotation	Sleep
105	n/a	52501	annotation	n/a
105.6	n/a	52801	annotation	n/a
106.2	n/a	53101	annotation	n/a
106.8	n/a	53401	annotation	n/a
107.4	n/a	53701	annotation	n/a
108	n/a	54001	annotation	n/a
108.6	n/a	54301	annotation	n/a
109.2	n/a	54601	annotation	n/a
109.8	n/a	54901	annotation	n/a
110.4	n/a	55201	annotation	n/a
111	n/a	55501	annotation	n/a
111.6	n/a	55801	annotation	n/a
112.2	n/a	56101	annotation	n/a
112.8	n/a	56401	annotation	n/a
113.4	n/a	56701	annotation	n/a
114	n/a	57001	annotation	n/a
114.6	n/a	57301	annotation	n/a
115.2	n/a	57601	annotation	n/a
115.8	n/a	57901	annotation	n/a
116.4	n/a	58201	annotation	n/a
117	n/a	58501	annotation	n/a
117.6	n/a	58801	annotation	n/a
118.2	n/a	59101	annotation	n/a
118.8	n/a	59401	annotation	n/a
119.4	n/a	59701	annotation	n/a
120	n/a	60001	annotation	n/a
120.6	n/a	60301	annotation	n/a
121.2	n/a	60601	annotation	n/a
121.8	n/a	60901	annotation	n/a
122.4	n/a	61201	annotation	n/a
123	n/a	61501	annotation	n/a
123.6	n/a	61801	annotation	n/a
124.2	n/a	62101	annotation	n/a
124.8	n/a	62401	annotation	n/a
125.4	n/a	62701	annotation	n/a
126	n/a	63001	annotation	n/a
126.6	n/a	63301	annotation	n/a
127.2	n/a	63601	annotation	n/a
127.8	n/a	63901	annotation	n/a
128.4	n/a	64201	annotation	n/a
129	n/a	64501	annotation	n/a
129.6	n/a	64801	annotation	n/a
130.2	n/a	65101	annotation	n/a
130.8	n/a	65401	annotation	n/a
131.4	n/a	65701	annotation	n/a
132	n/a	66001	annotation	n/a
132.6	n/a	66301	annotation	n/a
133.2	n/a	66601	annotation	n/a
133.8	n/a	66901	annotation	n/a
134.4	n/a	67201	annotation	n/a
135	n/a	67501	annotation	n/a
135.6	n/a	67801	annotation	n/a
136.2	n/a	68101	annotation	n/a
136.8	n/a	68401	annotation	n/a
137.4	n/a	68701	annotation	n/a
138	n/a	69001	annotation	n/a
138.6	n/a	69301	annotation	n/a
139.2	n/a	69601	annotation	n/a
139.8	n/a	69901	annotation	n/a
140.4	n/a	70201	annotation	n/a
141	n/a	70501	annotation	n/a
141.6	n/a	70801	annotation	n/a
142.2	n/a	71101	annotation	n/a
142.8	n/a	71401	annotation	n/a
143.4	n/a	71701	annotation	n/a
144	n/a	72001	annotation	n/a
144.6	n/a	72301	annotation	n/a
145.2	n/a	72601	annotation	n/a
145.8	n/a	72901	annotation	n/a
146.4	n/a	73201	annotation	n/a
147	n/a	73501	annotation	n/a
147.6	n/a	73801	annotation	n/a
148.2	n/a	74101	annotation	n/a
148.8	n/a	74401	annotation	n/a
149.4	n/a	74701	annotation	n/a
150	n/a	75001	annotation	n/a
150.6	n/a	75301	annotation	n/a
151.2	n/a	75601	annotation	n/a
151.8	n/a	75901	annotation	n/a
152.4	n/a	76201	annotation	n/a
153	n/a	76501	annotation	n/a
153.6	n/a	76801	annotation	n/a
154.2	n/a	77101	annotation	n/a
154.8	n/a	77401	annotation	n/a
155.4	n/a	77701	annotation	n/a
156	n/a	78001	annotation	n/a
156.6	n/a	78301	annotation	n/a
