onset	duration	sample	type	value
0	n/a	1	annotation	n/a
0.974001	n/a	488	annotation	n/a
1.948002	n/a	975	annotation	n/a
2.922003	n/a	1462	annotation	n/a
3.896004	n/a	1949	annotation	n/a
4.870005	n/a	2436	annotation	n/a
5.844006	n/a	2923	annotation	n/a
6.818007	n/a	3410	annotation	n/a
7.792008	n/a	3897	annotation	n/a
8.766009	n/a	4384	annotation	n/a
9.74001	n/a	4871	annotation	n/a
10.714011	n/a	5358	annotation	n/a
11.688012	n/a	5845	annotation	n/a
12.662013	n/a	6332	annotation	n/a
13.636014	n/a	6819	annotation	n/a
14.610015	n/a	7306	annotation	n/a
15.584016	n/a	7793	annotation	n/a
16.558017	n/a	8280	annotation	n/a
17.532018	n/a	8767	annotation	n/a
18.506019	n/a	9254	annotation	n/a
19.48002	n/a	9741	annotation	n/a
20.454021	n/a	10228	annotation	n/a
21.428022	n/a	10715	annotation	n/a
22.402023	n/a	11202	annotation	n/a
23.376024	n/a	11689	annotation	n/a
24.350025	n/a	12176	annotation	n/a
25.324026	n/a	12663	annotation	n/a
26.298027	n/a	13150	annotation	n/a
27.272028	n/a	13637	annotation	n/a
28.246029	n/a	14124	annotation	n/a
29.22003	n/a	14611	annotation	n/a
30.194031	n/a	15098	annotation	n/a
31.168032	n/a	15585	annotation	n/a
32.142033	n/a	16072	annotation	n/a
33.116034	n/a	16559	annotation	n/a
34.090035	n/a	17046	annotation	n/a
35.064036	n/a	17533	annotation	n/a
36.038037	n/a	18020	annotation	n/a
37.012038	n/a	18507	annotation	n/a
37.986039	n/a	18994	annotation	n/a
38.96004	n/a	19481	annotation	n/a
39.934041	n/a	19968	annotation	n/a
40.908042	n/a	20455	annotation	n/a
41.882043	n/a	20942	annotation	n/a
42.856044	n/a	21429	annotation	n/a
43.830045	n/a	21916	annotation	n/a
44.804046	n/a	22403	annotation	n/a
45.778047	n/a	22890	annotation	n/a
46.752048	n/a	23377	annotation	n/a
47.726049	n/a	23864	annotation	n/a
48.70005	n/a	24351	annotation	n/a
49.674051	n/a	24838	annotation	n/a
50.648052	n/a	25325	annotation	n/a
51.622053	n/a	25812	annotation	n/a
52.596054	n/a	26299	annotation	n/a
53.570055	n/a	26786	annotation	n/a
54.544056	n/a	27273	annotation	n/a
55.518057	n/a	27760	annotation	n/a
56.492058	n/a	28247	annotation	n/a
57.466059	n/a	28734	annotation	n/a
58.44006	n/a	29221	annotation	n/a
59.414061	n/a	29708	annotation	n/a
60.388062	n/a	30195	annotation	n/a
61.362063	n/a	30682	annotation	n/a
62.336064	n/a	31169	annotation	n/a
63.310065	n/a	31656	annotation	n/a
64.284066	n/a	32143	annotation	n/a
65.258067	n/a	32630	annotation	n/a
66.232068	n/a	33117	annotation	n/a
67.206069	n/a	33604	annotation	n/a
68.18007	n/a	34091	annotation	n/a
69.154071	n/a	34578	annotation	n/a
70.128072	n/a	35065	annotation	n/a
71.102073	n/a	35552	annotation	n/a
72.076074	n/a	36039	annotation	n/a
73.050075	n/a	36526	annotation	n/a
74.024076	n/a	37013	annotation	n/a
74.998077	n/a	37500	annotation	n/a
75.972078	n/a	37987	annotation	n/a
76.946079	n/a	38474	annotation	n/a
77.92008	n/a	38961	annotation	n/a
78.894081	n/a	39448	annotation	n/a
79.868082	n/a	39935	annotation	n/a
80.842083	n/a	40422	annotation	n/a
81.816084	n/a	40909	annotation	n/a
82.790085	n/a	41396	annotation	n/a
83.764086	n/a	41883	annotation	n/a
84.738087	n/a	42370	annotation	n/a
85.712088	n/a	42857	annotation	n/a
86.686089	n/a	43344	annotation	n/a
87.66009	n/a	43831	annotation	n/a
